,train_loss,val_loss,train_accuracy,val_accuracy
0,0.1357084984244415,0.1284704783688421,0.5193423597678917,0.5826086956521739
1,0.12190879175234118,0.12316880174305128,0.5957446808510638,0.5739130434782609
2,0.11516277356581255,0.11685902605886045,0.6063829787234043,0.5652173913043478
3,0.10882602208357023,0.1132978802141936,0.6189555125725339,0.6086956521739131
4,0.10911687600428177,0.1121537693168806,0.6150870406189555,0.591304347826087
5,0.10900788911306651,0.10964474522549172,0.6228239845261122,0.6086956521739131
6,0.10730776179228807,0.10937014559040899,0.6334622823984526,0.6260869565217392
7,0.10522028616480025,0.10498919435169386,0.6295938104448743,0.6086956521739131
8,0.10373544707404345,0.11238568140112835,0.6334622823984526,0.6260869565217392
9,0.10416804942909477,0.10900090595950251,0.6450676982591876,0.5478260869565217
10,0.10360114630924203,0.1067492796027142,0.6441005802707931,0.6347826086956522
11,0.10360096530480818,0.10813950144726298,0.6450676982591876,0.5739130434782609
12,0.10040275023338642,0.10953696914341139,0.6615087040618955,0.6608695652173913
13,0.09797385026569293,0.10683281577151754,0.6731141199226306,0.6173913043478261
14,0.09829257097188923,0.1081146434597347,0.6692456479690522,0.5826086956521739
15,0.09956405863771126,0.10996559365935947,0.6586073500967118,0.5739130434782609
16,0.09560029704404753,0.11282918660537056,0.690522243713733,0.6260869565217392
17,0.09541473729352194,0.10837248511936354,0.6740812379110251,0.6260869565217392
18,0.09217959881635883,0.10760041760361713,0.6963249516441006,0.6
19,0.09644440721497084,0.11109779632609823,0.6769825918762089,0.6608695652173913
20,0.09444696258760743,0.10748532699502032,0.6760154738878144,0.6521739130434783
21,0.0945833164557267,0.10891954354617907,0.6789168278529981,0.591304347826087
22,0.09155645555811187,0.11098372521607772,0.6847195357833655,0.6260869565217392
23,0.08994824358584572,0.11149809775145157,0.7166344294003868,0.6086956521739131
24,0.08860869636503363,0.10920961862025054,0.7001934235976789,0.6260869565217392
25,0.08768955636877616,0.10971883198489314,0.706963249516441,0.6347826086956522
26,0.08685863773181775,0.11257337228111598,0.7088974854932302,0.6
27,0.0844014710395433,0.11260860536409462,0.7127659574468085,0.6173913043478261
28,0.08317939115677396,0.11744469248730204,0.7427466150870407,0.6260869565217392
29,0.08119918143726179,0.11188683872637542,0.7369439071566731,0.6347826086956522
30,0.08075598768558447,0.11467637860256692,0.7311411992263056,0.6260869565217392
31,0.08448937048188031,0.11524536609649658,0.7108317214700194,0.6
32,0.07772813993911448,0.11476795284644417,0.746615087040619,0.6347826086956522
33,0.07790868467069456,0.11356424987316131,0.7388781431334622,0.6
34,0.07523715174693896,0.12216177219929902,0.7678916827852998,0.6086956521739131
35,0.07699921639272277,0.10986613190692404,0.7495164410058027,0.6608695652173913
36,0.07755428997933057,0.10685642698536749,0.7495164410058027,0.6782608695652174
37,0.06879875958830521,0.1243051290512085,0.7746615087040619,0.6434782608695652
38,0.06772169354056481,0.13572938519975414,0.7727272727272727,0.6173913043478261
39,0.07042462815399096,0.12336490076521169,0.781431334622824,0.6347826086956522
40,0.06555559945867416,0.1383904112421948,0.7949709864603481,0.5217391304347826
41,0.06600285520348374,0.118899281906045,0.7843326885880078,0.6608695652173913
42,0.06402144898125466,0.12939681559801103,0.809477756286267,0.6347826086956522
43,0.06576296129413453,0.12071984228880508,0.7920696324951644,0.6
44,0.06363493617717716,0.12980662273324053,0.8017408123791102,0.6347826086956522
45,0.05947718805339858,0.13422840574513312,0.8220502901353965,0.5826086956521739
46,0.058867897197056554,0.1092995910540871,0.8123791102514507,0.6782608695652174
47,0.05718014699837456,0.163521356848271,0.8239845261121856,0.6521739130434783
48,0.057885820366716016,0.12821438701256463,0.8123791102514507,0.591304347826087
49,0.05429875613613562,0.13981280645922475,0.8336557059961315,0.6347826086956522
50,0.05725547543418823,0.12926764475262684,0.8230174081237911,0.6347826086956522
51,0.04912633204569669,0.12717629398988642,0.8481624758220503,0.6347826086956522
52,0.053174771166747035,0.1201610249021779,0.839458413926499,0.6260869565217392
53,0.0499388255625675,0.14121904606404512,0.8491295938104448,0.6608695652173913
54,0.04260172227278669,0.13078692879365839,0.8684719535783365,0.6173913043478261
55,0.047676014355464875,0.125549374455991,0.8626692456479691,0.6434782608695652
56,0.04341518415617297,0.1668066822964212,0.8665377176015474,0.6
57,0.043388649104325175,0.1387435285941414,0.8800773694390716,0.6434782608695652
58,0.04044169124857139,0.15762050877446715,0.8820116054158608,0.6086956521739131
59,0.04518606167149728,0.1483601627142533,0.8597678916827853,0.6434782608695652
60,0.04382549637002687,0.13872094931809797,0.8665377176015474,0.5739130434782609
61,0.043832025348390785,0.15081642788389454,0.874274661508704,0.6521739130434783
62,0.03544704786482009,0.14697961327822312,0.8936170212765957,0.6
63,0.03564459290463528,0.1323668308880018,0.8887814313346228,0.6086956521739131
64,0.03810702422831921,0.13494114791569503,0.9003868471953579,0.5652173913043478
65,0.035156702287711304,0.12290173069290493,0.8926499032882012,0.6695652173913044
66,0.03795383260288137,0.1443029611007027,0.8984526112185687,0.591304347826087
67,0.035892504301621095,0.14465430184550906,0.8955512572533849,0.6173913043478261
68,0.03210297621952323,0.13771614846975908,0.9158607350096711,0.6521739130434783
69,0.03121048242314872,0.1478663277366887,0.9245647969052224,0.6608695652173913
70,0.030007146862722805,0.1423208659109862,0.9158607350096711,0.6521739130434783
71,0.030539017410253534,0.1386860403029815,0.9235976789168279,0.6608695652173913
72,0.027964284710182558,0.14352119694585386,0.9168278529980658,0.6260869565217392
73,0.029216874776339625,0.1486509807407856,0.9245647969052224,0.6173913043478261
74,0.02879280640024915,0.17697313350179922,0.9264990328820116,0.591304347826087
75,0.029987588567151266,0.17564970773199332,0.9197292069632496,0.6347826086956522
76,0.0242293298954227,0.16300077308779176,0.9361702127659575,0.6347826086956522
77,0.02791325396153809,0.16108250579108363,0.9284332688588007,0.5826086956521739
78,0.024305074821573968,0.16018733252649722,0.9274661508704062,0.6173913043478261
79,0.022619141320692558,0.18461192289124365,0.9381044487427466,0.6173913043478261
80,0.024757272659348795,0.16531131137972294,0.9284332688588007,0.6173913043478261
81,0.018081409523418492,0.19891635905141417,0.9477756286266924,0.6173913043478261
82,0.020890817056973852,0.15834996933522433,0.9487427466150871,0.5826086956521739
83,0.023288482879387572,0.17722146977549014,0.937137330754352,0.5217391304347826
84,0.020059503379369757,0.17110985983972965,0.9487427466150871,0.5739130434782609
85,0.019413534650035074,0.15958372231410897,0.9535783365570599,0.6608695652173913
86,0.019369941148942974,0.14537587982157002,0.9429400386847195,0.6173913043478261
87,0.019069890325935826,0.17369033175966014,0.9468085106382979,0.6347826086956522
88,0.015101205386451988,0.17995468896368275,0.9632495164410058,0.6173913043478261
89,0.018033805394696515,0.21051670675692352,0.9642166344294004,0.6260869565217392
90,0.019698228339828566,0.19401048888330874,0.9564796905222437,0.5739130434782609
91,0.022667717666867798,0.19308587830999624,0.9448742746615088,0.6
92,0.017531961577762517,0.19237160280994747,0.9555125725338491,0.5652173913043478
93,0.016850217237863223,0.20233540262864982,0.9642166344294004,0.6173913043478261
94,0.015215515419822799,0.1922806478064993,0.9680851063829787,0.5826086956521739
95,0.015916471392082004,0.1841060265250828,0.9622823984526112,0.5826086956521739
96,0.01458331477077141,0.17199537741101306,0.9632495164410058,0.6173913043478261
97,0.01658312591626822,0.18812430449154066,0.9632495164410058,0.5826086956521739
98,0.016523206815919775,0.16716636432253795,0.9574468085106383,0.6434782608695652
99,0.013422804818861546,0.17519395791965983,0.9729206963249516,0.6347826086956522
